work_id;Error Type;Error Scope;Title;Presentation_Mode;Narrator_POV;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;summary_P;Classification;Reason;words
41491;FNmin;SUM;Intended;narrator;third;Achilles;;0;0;1;0;unspecified;;0;0;0;1;being shot;;0;0;1;0;The story revolves around the complex relationship between Achilles and Penthesilea, queen of the Amazons. Three years prior, they shared a deep connection, discussing fate and curses, with Achilles noting her wisdom and strength. Their interactions were marked by mutual respect and unspoken intimacy, as he avoided being addressed by name, even by lovers. Years later, they face each other in battle, recognizing each other beneath their warrior masks. The fight is intense, with both showcasing their prowess, but ultimately, Achilles strikes the fatal blow, killing Penthesilea. As he mourns her death, reflecting on their past and the inevitability of their fates, it becomes clear that neither deserved more than what destiny had ordained for them.;Incorrect;Errors but no TPs.;1574
41491;FNmaj;SUM;Intended;narrator;third;Pelops;;0;0;1;0;Tantalus;;0;0;1;0;chopping to pieces;;0;0;1;0;The story revolves around the complex relationship between Achilles and Penthesilea, queen of the Amazons. Three years prior, they shared a deep connection, discussing fate and curses, with Achilles noting her wisdom and strength. Their interactions were marked by mutual respect and unspoken intimacy, as he avoided being addressed by name, even by lovers. Years later, they face each other in battle, recognizing each other beneath their warrior masks. The fight is intense, with both showcasing their prowess, but ultimately, Achilles strikes the fatal blow, killing Penthesilea. As he mourns her death, reflecting on their past and the inevitability of their fates, it becomes clear that neither deserved more than what destiny had ordained for them.;Incorrect;All three elements have FP or FN.;1574
41491;FNmaj;SUM;Intended;narrator;third;Alexander the Great;;0;0;1;0;---;;0;0;0;1;illness (fever);;0;0;1;0;The story revolves around the complex relationship between Achilles and Penthesilea, queen of the Amazons. Three years prior, they shared a deep connection, discussing fate and curses, with Achilles noting her wisdom and strength. Their interactions were marked by mutual respect and unspoken intimacy, as he avoided being addressed by name, even by lovers. Years later, they face each other in battle, recognizing each other beneath their warrior masks. The fight is intense, with both showcasing their prowess, but ultimately, Achilles strikes the fatal blow, killing Penthesilea. As he mourns her death, reflecting on their past and the inevitability of their fates, it becomes clear that neither deserved more than what destiny had ordained for them.;Incorrect;Errors but no TPs.;1574
41491;FNmaj;SUM;Intended;narrator;third;Iphigeneia;;0;0;1;0;Agamemnon;;0;0;1;0;sacrifice;;0;0;1;0;The story revolves around the complex relationship between Achilles and Penthesilea, queen of the Amazons. Three years prior, they shared a deep connection, discussing fate and curses, with Achilles noting her wisdom and strength. Their interactions were marked by mutual respect and unspoken intimacy, as he avoided being addressed by name, even by lovers. Years later, they face each other in battle, recognizing each other beneath their warrior masks. The fight is intense, with both showcasing their prowess, but ultimately, Achilles strikes the fatal blow, killing Penthesilea. As he mourns her death, reflecting on their past and the inevitability of their fates, it becomes clear that neither deserved more than what destiny had ordained for them.;Incorrect;All three elements have FP or FN.;1574
41491;;;Intended;narrator;third;Penthesilea;Penthesilea;1;0;0;0;Achilles;Achilles;1;0;0;0;stabbing;fatal blow;1;0;0;0;The story revolves around the complex relationship between Achilles and Penthesilea, queen of the Amazons. Three years prior, they shared a deep connection, discussing fate and curses, with Achilles noting her wisdom and strength. Their interactions were marked by mutual respect and unspoken intimacy, as he avoided being addressed by name, even by lovers. Years later, they face each other in battle, recognizing each other beneath their warrior masks. The fight is intense, with both showcasing their prowess, but ultimately, Achilles strikes the fatal blow, killing Penthesilea. As he mourns her death, reflecting on their past and the inevitability of their fates, it becomes clear that neither deserved more than what destiny had ordained for them.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1574
78338;FPmin;SUM;;;;;uncles;0;1;0;0;;Meleager;0;1;0;0;;;0;0;0;1;"In ""Meleager 2071 A.C.E.,"" Althea defies a fatal prophecy to save her son Meleager from a lethal program, fleeing with him after his incubation is interrupted. Meleager, the child of powerful and morally dubious parents, later leads a team against a destructive virus unleashed by Diana Artemiso as revenge for unpaid debts. The battle in virtual reality showcases Atalanta's heroism, sparking romance with Meleager when she claims ""first blood."" Jealous uncles steal her glory, prompting Meleager to kill them. Althea, overwhelmed by grief and anger, ultimately executes the fatal program on her son. Overcome with guilt, she escapes into a mindless drone community, leaving behind a legacy of tragedy and loss.";Incorrect;Errors but no TPs.;1115
78338;FNmaj;SUM;Meleager;indirect thought;third;Althea;;0;0;1;0;---;;0;0;0;1;suicide;;0;0;1;0;"In ""Meleager 2071 A.C.E.,"" Althea defies a fatal prophecy to save her son Meleager from a lethal program, fleeing with him after his incubation is interrupted. Meleager, the child of powerful and morally dubious parents, later leads a team against a destructive virus unleashed by Diana Artemiso as revenge for unpaid debts. The battle in virtual reality showcases Atalanta's heroism, sparking romance with Meleager when she claims ""first blood."" Jealous uncles steal her glory, prompting Meleager to kill them. Althea, overwhelmed by grief and anger, ultimately executes the fatal program on her son. Overcome with guilt, she escapes into a mindless drone community, leaving behind a legacy of tragedy and loss.";Incorrect;Errors but no TPs.;1115
78338;FNmaj;KE;Meleager;direct thought;third;Meleager;Meleager;1;0;0;0;Althea;Althea;1;0;0;0;software malfunction;;0;0;1;0;"In ""Meleager 2071 A.C.E.,"" Althea defies a fatal prophecy to save her son Meleager from a lethal program, fleeing with him after his incubation is interrupted. Meleager, the child of powerful and morally dubious parents, later leads a team against a destructive virus unleashed by Diana Artemiso as revenge for unpaid debts. The battle in virtual reality showcases Atalanta's heroism, sparking romance with Meleager when she claims ""first blood."" Jealous uncles steal her glory, prompting Meleager to kill them. Althea, overwhelmed by grief and anger, ultimately executes the fatal program on her son. Overcome with guilt, she escapes into a mindless drone community, leaving behind a legacy of tragedy and loss.";Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1115
78338;FNmaj;SUM;Meleager;narrator;third;Plexippus and Toxeus;;0;0;1;0;Meleager;;0;0;1;0;vaporising;;0;0;1;0;"In ""Meleager 2071 A.C.E.,"" Althea defies a fatal prophecy to save her son Meleager from a lethal program, fleeing with him after his incubation is interrupted. Meleager, the child of powerful and morally dubious parents, later leads a team against a destructive virus unleashed by Diana Artemiso as revenge for unpaid debts. The battle in virtual reality showcases Atalanta's heroism, sparking romance with Meleager when she claims ""first blood."" Jealous uncles steal her glory, prompting Meleager to kill them. Althea, overwhelmed by grief and anger, ultimately executes the fatal program on her son. Overcome with guilt, she escapes into a mindless drone community, leaving behind a legacy of tragedy and loss.";Incorrect;All three elements have FP or FN.;1115
78338;FNmin;SUM;Meleager;narrator;third;Unnamed Redshirts;;0;0;1;0;Diana Artémiso;;0;0;1;0;software malfunction/virus;;0;0;1;0;"In ""Meleager 2071 A.C.E.,"" Althea defies a fatal prophecy to save her son Meleager from a lethal program, fleeing with him after his incubation is interrupted. Meleager, the child of powerful and morally dubious parents, later leads a team against a destructive virus unleashed by Diana Artemiso as revenge for unpaid debts. The battle in virtual reality showcases Atalanta's heroism, sparking romance with Meleager when she claims ""first blood."" Jealous uncles steal her glory, prompting Meleager to kill them. Althea, overwhelmed by grief and anger, ultimately executes the fatal program on her son. Overcome with guilt, she escapes into a mindless drone community, leaving behind a legacy of tragedy and loss.";Incorrect;All three elements have FP or FN.;1115
109012;FPFNmaj;KE;The Face That— ;narrator;third;Hector;Hector;1;0;0;0;Achilles;unspecified;0;0;1;0;unspecified;killed in battle;0;1;0;0;Helen of Sparta possesses a divine yet hollow beauty that lacks substance, making it inhuman and unfulfilling. Aphrodite, recognizing this emptiness, ignites passion in Paris for Helen, knowing she cannot inspire true emotional connection. Helen, treated as a prize by her husband and catalyst for war in Troy, finds unexpected kindness from Hector, who treats her with genuine decency and compassion. As the war rages on and Hector dies, Helen is devastated but later finds solace in Sparta with her children, easing her pain over time. Centuries later, Marlowe portrays her as a goddess-like figure, though Helen would have laughed at this if she could stop weeping. In the afterworld, her beauty becomes natural and peaceful, free from its once-dehumanizing effect, finally bringing her peace.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;682
125672;FPFNmaj;KE;_______ π_________ __________ (Appearing Like Images of Dreams) ;narrator;third;Cassandra;Cassandra;1;0;0;0;Clytaemnestra;Clytaemnestra;1;0;0;0;slaying;blunt force trauma;0;1;1;0;"Cassandra enters the palace with her eyes closed, guided by an unerring path, her mind consumed by visions of bloodshed and death, including Agamemnon's and her own, as well as the memory of Hades awaiting her. Clytaemnestra confronts her angrily, accusing her of being a harlot, and their exchange reveals Clytaemnestra's deep pain, anger, and madness over the years of waiting for her husband and the betrayal involving Helen. Cassandra, overwhelmed by these visions, laughs uncontrollably as she collapses, burdened by ten years of war and its impact on all three women—Cassandra, Clytaemnestra, and Helen. The narrative shifts to fragmented memories of Helen and Cassandra's past conversations, highlighting their emotional bond and Helen's conflicted feelings about leaving Sparta. Returning to the present, Clytaemnestra's rage intensifies; she violently attacks Cassandra, dragging her by the hair and slamming her against the wall. Cassandra remains detached, reflecting on how she and Helen are ultimately different, as Helen would never allow herself to be tainted by bloodshed. The story concludes with a vision of a woman's face—pale, bloodied, and hollow-eyed—a final, haunting image before Cassandra's death.";Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;520
125672;FPmaj;SUM;;;;;Agamemnon;0;1;0;0;;;0;0;0;1;;;0;0;0;1;"Cassandra enters the palace with her eyes closed, guided by an unerring path, her mind consumed by visions of bloodshed and death, including Agamemnon's and her own, as well as the memory of Hades awaiting her. Clytaemnestra confronts her angrily, accusing her of being a harlot, and their exchange reveals Clytaemnestra's deep pain, anger, and madness over the years of waiting for her husband and the betrayal involving Helen. Cassandra, overwhelmed by these visions, laughs uncontrollably as she collapses, burdened by ten years of war and its impact on all three women—Cassandra, Clytaemnestra, and Helen. The narrative shifts to fragmented memories of Helen and Cassandra's past conversations, highlighting their emotional bond and Helen's conflicted feelings about leaving Sparta. Returning to the present, Clytaemnestra's rage intensifies; she violently attacks Cassandra, dragging her by the hair and slamming her against the wall. Cassandra remains detached, reflecting on how she and Helen are ultimately different, as Helen would never allow herself to be tainted by bloodshed. The story concludes with a vision of a woman's face—pale, bloodied, and hollow-eyed—a final, haunting image before Cassandra's death.";Incorrect;Errors but no TPs.;520
591456;;; In the Grip of Her Unblinking Gaze ;narrator;third;many people;citizens;1;0;0;0;Poseidon;Poseidon;1;0;0;0;drowning;flood;1;0;0;0;Medusa, refusing Poseidon's advances, is pursued by him into the temple of Athena, where the sea's force devastates the city, causing floods and death. Her sisters Euryale and Stheno help survivors flee, but Medusa remains, overwhelmed by rage and grief. Athena transforms her into a monster with serpents for hair and a petrifying gaze after Medusa confronts her about injustice. Medusa destroys the city, leaving only statues behind. Athena later sends Perseus to defeat her, bearing her image as a symbol of eternal rage.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1691
591456;FNmaj;KE; In the Grip of Her Unblinking Gaze ;narrator;third;Medusa;;0;0;1;0;Perseus;;0;0;1;0;petrification;;0;0;1;0;Medusa, refusing Poseidon's advances, is pursued by him into the temple of Athena, where the sea's force devastates the city, causing floods and death. Her sisters Euryale and Stheno help survivors flee, but Medusa remains, overwhelmed by rage and grief. Athena transforms her into a monster with serpents for hair and a petrifying gaze after Medusa confronts her about injustice. Medusa destroys the city, leaving only statues behind. Athena later sends Perseus to defeat her, bearing her image as a symbol of eternal rage.;Incorrect;All three elements have FP or FN.;1691
591456;FNmin;KE; In the Grip of Her Unblinking Gaze ;narrator;third;whole families;;0;0;1;0;Poseidon;;0;0;1;0;drowning;;0;0;1;0;Medusa, refusing Poseidon's advances, is pursued by him into the temple of Athena, where the sea's force devastates the city, causing floods and death. Her sisters Euryale and Stheno help survivors flee, but Medusa remains, overwhelmed by rage and grief. Athena transforms her into a monster with serpents for hair and a petrifying gaze after Medusa confronts her about injustice. Medusa destroys the city, leaving only statues behind. Athena later sends Perseus to defeat her, bearing her image as a symbol of eternal rage.;Incorrect;All three elements have FP or FN.;1691
591456;FNmin;SUM; In the Grip of Her Unblinking Gaze ;narrator;third;Athena's mother;;0;0;1;0;Athena's father;;0;0;1;0;being eaten;;0;0;1;0;Medusa, refusing Poseidon's advances, is pursued by him into the temple of Athena, where the sea's force devastates the city, causing floods and death. Her sisters Euryale and Stheno help survivors flee, but Medusa remains, overwhelmed by rage and grief. Athena transforms her into a monster with serpents for hair and a petrifying gaze after Medusa confronts her about injustice. Medusa destroys the city, leaving only statues behind. Athena later sends Perseus to defeat her, bearing her image as a symbol of eternal rage.;Incorrect;All three elements have FP or FN.;1691
591456;FPmin;SUM;;;;;citizens;0;1;0;0;;Medusa;0;1;0;0;;destruction;0;1;0;0;Medusa, refusing Poseidon's advances, is pursued by him into the temple of Athena, where the sea's force devastates the city, causing floods and death. Her sisters Euryale and Stheno help survivors flee, but Medusa remains, overwhelmed by rage and grief. Athena transforms her into a monster with serpents for hair and a petrifying gaze after Medusa confronts her about injustice. Medusa destroys the city, leaving only statues behind. Athena later sends Perseus to defeat her, bearing her image as a symbol of eternal rage.;Incorrect;All three elements have FP or FN.;1691
660704;;;ten cent pistol;narrator;third;Kallisto;Kallisto;1;0;0;0;Artemis;Artemis;1;0;0;0;being shot;shooting;1;0;0;0;Artemis, the leader of the all-female motorcycle club Arktoi, controls Brauron's bars, strip joints, and sheriff, demanding tribute from other clubs passing through her territory. Her life revolves around her lover, Kallisto, who embodies everything Artemis desires. However, their relationship is disrupted when Kallisto goes missing after offering to handle a conflict with Artemis' father, Zeus, whose Olympians are harassing the Arktoi's businesses. Kallisto returns pregnant, revealing she was assaulted by Zeus, and later betrays Artemis by making a deal with him to patch over the club for safety. Artemis, heartbroken and enraged, confronts Kallisto in the desert and fatally shoots her, choosing vengeance over potential motherhood and the future of her club.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1152
734141;FNmaj;SUM;Cassandra's Song ;narrator;first;Agamemnon;;0;0;1;0;Clytaemnestra;;0;0;1;0;unspecified;;0;0;0;1;The narrator, filled with fear and nausea, watches as Agamemnon gloats over his victory, envisioning Clytaemnestra's vengeance. Clytaemnestra appears, striking Agamemnon down with her sword, while the narrator grabs Agamemnon's own weapon to stab him higher up, ensuring his demise. Clytaemnestra then slits his throat, ending his life. She questions the narrator's motives, who explains their shared desire for vengeance against Agamemnon. The two share a passionate kiss, overwhelmed by triumph and emotion, culminating in an intimate moment on the bed, consumed by their feelings of victory and retribution.;Incorrect;Errors but no TPs.;1989
734141;FNmaj;KE;Cassandra's Song ;narrator;first;Agamemnon;;0;0;1;0;Clytaemnestra;;0;0;1;0;stabbing;;0;0;1;0;The narrator, filled with fear and nausea, watches as Agamemnon gloats over his victory, envisioning Clytaemnestra's vengeance. Clytaemnestra appears, striking Agamemnon down with her sword, while the narrator grabs Agamemnon's own weapon to stab him higher up, ensuring his demise. Clytaemnestra then slits his throat, ending his life. She questions the narrator's motives, who explains their shared desire for vengeance against Agamemnon. The two share a passionate kiss, overwhelmed by triumph and emotion, culminating in an intimate moment on the bed, consumed by their feelings of victory and retribution.;Incorrect;All three elements have FP or FN.;1989
734141;;;Cassandra's Song ;narrator;first;Agamemnon;Agamemnon;1;0;0;0;Cassandra;narrator;1;0;0;0;stabbing;stabbing;1;0;0;0;The narrator, filled with fear and nausea, watches as Agamemnon gloats over his victory, envisioning Clytaemnestra's vengeance. Clytaemnestra appears, striking Agamemnon down with her sword, while the narrator grabs Agamemnon's own weapon to stab him higher up, ensuring his demise. Clytaemnestra then slits his throat, ending his life. She questions the narrator's motives, who explains their shared desire for vengeance against Agamemnon. The two share a passionate kiss, overwhelmed by triumph and emotion, culminating in an intimate moment on the bed, consumed by their feelings of victory and retribution.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1989
734141;FNmaj;KE;Cassandra's Song ;narrator;first;Agamemnon;;0;0;1;0;Clytaemnestra;;0;0;1;0;slashing throat;;0;0;1;0;The narrator, filled with fear and nausea, watches as Agamemnon gloats over his victory, envisioning Clytaemnestra's vengeance. Clytaemnestra appears, striking Agamemnon down with her sword, while the narrator grabs Agamemnon's own weapon to stab him higher up, ensuring his demise. Clytaemnestra then slits his throat, ending his life. She questions the narrator's motives, who explains their shared desire for vengeance against Agamemnon. The two share a passionate kiss, overwhelmed by triumph and emotion, culminating in an intimate moment on the bed, consumed by their feelings of victory and retribution.;Incorrect;All three elements have FP or FN.;1989
1087311;FPFNmaj;KE;Medusa;narrator;third;Medusa;Medusa;1;0;0;0;Perseus;Perseus;1;0;0;0;slashing;beheading;0;1;1;0;Medusa, once a beautiful maiden cursed by Athena for Poseidon's actions, resides on the Island of the Gorgons with her sisters. Her gaze turns men to stone, and she has collected hundreds of statues, yearning for true love despite her isolation. Perseus arrives, using a golden shield as a mirror to locate her without direct eye contact. Medusa is intrigued by his cleverness and engages him in conversation. She expresses her longing for genuine affection and laments her lost beauty, revealed when Perseus shows her reflection, exposing her aged, scaly appearance and snakes for hair. Horrified yet accepting, she realizes her beauty is gone. The story ends abruptly with Medusa seeing steel and darkness.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1716
1087311;;;Medusa;narrator;third;hundreds of men;men;1;0;0;0;Medusa;Medusa;1;0;0;0;petrification;petrification;1;0;0;0;Medusa, once a beautiful maiden cursed by Athena for Poseidon's actions, resides on the Island of the Gorgons with her sisters. Her gaze turns men to stone, and she has collected hundreds of statues, yearning for true love despite her isolation. Perseus arrives, using a golden shield as a mirror to locate her without direct eye contact. Medusa is intrigued by his cleverness and engages him in conversation. She expresses her longing for genuine affection and laments her lost beauty, revealed when Perseus shows her reflection, exposing her aged, scaly appearance and snakes for hair. Horrified yet accepting, she realizes her beauty is gone. The story ends abruptly with Medusa seeing steel and darkness.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1716
1087311;FNmin;SUM;Medusa;narrator;third;a priestess;;0;0;1;0;Medusa;;0;0;1;0;petrification;;0;0;1;0;Medusa, once a beautiful maiden cursed by Athena for Poseidon's actions, resides on the Island of the Gorgons with her sisters. Her gaze turns men to stone, and she has collected hundreds of statues, yearning for true love despite her isolation. Perseus arrives, using a golden shield as a mirror to locate her without direct eye contact. Medusa is intrigued by his cleverness and engages him in conversation. She expresses her longing for genuine affection and laments her lost beauty, revealed when Perseus shows her reflection, exposing her aged, scaly appearance and snakes for hair. Horrified yet accepting, she realizes her beauty is gone. The story ends abruptly with Medusa seeing steel and darkness.;Incorrect;All three elements have FP or FN.;1716
17006691;FPFNmaj;SUM;to err;narrator;third;Troilus;Troilus;1;0;0;0;Achilles;Achilles;1;0;0;0;beheading;sacrifice;0;1;1;0;Achilles and Troilus engage in a passionate and intense encounter at Apollo's altar, where Achilles asserts his dominance over Troilus, both physically and emotionally. Despite their deep connection, Achilles is compelled by a prophecy stating that Troilus's death before the age of twenty will ensure the Achaeans' victory. Recognizing their mortality and the inevitability of fate, Achilles ultimately sacrifices Troilus, washing Apollo's feet with his blood. He then departs, leaving Troilus's body behind, marking this as a pivotal and haunting moment in the lead-up to the fall of Troy.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;2454
17006691;FNmin;SUM;to err;narrator;third;unspecified;;0;0;0;1;Achilles;;0;0;1;0;unspecified;;0;0;0;1;Achilles and Troilus engage in a passionate and intense encounter at Apollo's altar, where Achilles asserts his dominance over Troilus, both physically and emotionally. Despite their deep connection, Achilles is compelled by a prophecy stating that Troilus's death before the age of twenty will ensure the Achaeans' victory. Recognizing their mortality and the inevitability of fate, Achilles ultimately sacrifices Troilus, washing Apollo's feet with his blood. He then departs, leaving Troilus's body behind, marking this as a pivotal and haunting moment in the lead-up to the fall of Troy.;Incorrect;Errors but no TPs.;2454
